CVE,ROOTCAUSE,WEAKNESS,IMPACT,VECTOR,ATTACKER,PRODUCT,VERSION,COMPONENT
CVE-2022-35246,,NoSQL injection,disclose arbitrary file upload URLs,,,Rocket.Chat,<v5|<v4.8.2|<v4.7.5,getS3FileUrl Meteor server method
CVE-2022-35735,improper access control,,privilege escalation,creating or modifying existing monitor objects in an undisclosed manner,authenticated attacker with Resource Administrator or Manager privileges,BIG-IP,16.1.x before 16.1.3.1|15.1.x before 15.1.6.1|14.1.x before 14.1.5.1|all versions of 13.1.x,Configuration utility
CVE-2022-35948,,CRLF injection,perform multiple requests in a single request API call,using unsanitized input as request headers,,,undici,<=5.8.0
CVE-2022-35954,improper input sanitization,,modify path or other environment variables,writing untrusted values to the GITHUB_ENV file,,GitHub Actions ToolKit,prior to core v1.9.1,core.exportVariable function
CVE-2022-36084,improper input sanitization,,inject arbitrary AQL queries,,,cruddl,1.1.0 to 2.6.x|1.1.0 to 3.0.1,@flexSearchFulltext
CVE-2022-36302,,file path manipulation,access different resources which may contain sensitive information,,,BF-OS,3.00 up to and including 3.83,
CVE-2022-37027,improper input validation,,inject arbitrary Java JVM options|enable JMX services|achieve remote code execution,modifying Runtime Options in the web interface,authenticated system user,Ahsay AhsayCBS,9.1.4.0,
CVE-2022-3724,improper input validation,,denial of service,packet injection|crafted capture file,,Wireshark,3.6.0 to 3.6.8,USB HID protocol dissector
CVE-2022-3825,improper input sanitization,,sql injection,manipulation of login argument,,Huaxia ERP,2.3,User Management
CVE-2022-3827,improper input sanitization,,sql injection,manipulation of cg_id argument,,centreon,,formContactGroup.php
CVE-2022-3868,improper input sanitization,,sql injection,manipulation of id argument,,SourceCodester Sanitization Management System,,/php-sms/classes/Master.php?f=save_quote
CVE-2022-39016,,javascript injection,account takeover,crafted PDF upload,authenticated attackers,PDFtron in M-Files Hubshare,before 3.3.10.9,
CVE-2022-3918,,CRLF injection,inject extra headers|craft new requests,inserting CRLF sequences into URLRequest header value,,FoundationNetworking in swift-corelibs-foundation,,URLRequest headers
CVE-2022-39265,improper input validation,,access sensitive information|remote code execution,,,MyBB,prior to 1.8.31,Mail Settings - Additional Parameters for PHP's mail() function
CVE-2022-3967,,argument injection,,,,Vesta Control Panel,,func/main.sh
CVE-2022-3971,improper input sanitization,,sql injection,manipulation of roomIds argument,,matrix-appservice-irc,up to 0.35.1,src/datastore/postgres/PgDataStore.ts
CVE-2022-3972,improper input sanitization,,sql injection,manipulation of uname/pass argument,,Pingkon HMS-PHP,,admin/adminlogin.php
CVE-2022-3973,improper input sanitization,,sql injection,manipulation of uname/pass argument,,Pingkon HMS-PHP,,/admin/admin.php
CVE-2022-3975,improper input sanitization,,cross site scripting,manipulation of attrSubSet argument,,NukeViet CMS,,filterAttr in vendor/vinades/nukeviet/Core/Request.php
CVE-2022-3997,improper input sanitization,,sql injection,manipulation of email/lozinka/ime/id argument,,MonikaBrzica scm,,upis_u_bazu.php
CVE-2022-3998,improper input sanitization,,sql injection,manipulation of id argument,,MonikaBrzica scm,,uredi_korisnika.php
CVE-2022-4011,improper output neutralization,,improper output neutralization for logs,manipulation of X-Forwarded-For argument,,Simple History Plugin,,Header Handler
CVE-2022-4015,improper input sanitization,,sql injection,manipulation of m_id/plan argument,,Sports Club Management System,119,admin/make_payments.php
CVE-2022-4091,improper input sanitization,,cross site scripting,manipulation of product_name argument,,SourceCodester Canteen Management System,,query in food.php
CVE-2022-41716,improper input sanitization,,maliciously set environment variables,unsanitized NUL values,attackers,,Windows,syscall.StartProcess and os/exec.Cmd
CVE-2022-41934,improper input escaping,,execute arbitrary Groovy|Python|Velocity code|gain full access to XWiki installation,,,XWiki Platform,prior to 14.6RC1|13.10.8|14.4.3,menu macro
CVE-2022-4234,improper input sanitization,,cross site scripting,manipulation of brand_name argument,,SourceCodester Canteen Management System,,builtin_echo in youthappam/brand.php
CVE-2022-4247,improper input sanitization,,sql injection,manipulation of id argument,,Movie Ticket Booking System,,booking.php
CVE-2022-4248,improper input sanitization,,sql injection,manipulation of id argument,,Movie Ticket Booking System,,editBooking.php
CVE-2022-4250,improper input sanitization,,cross site scripting,manipulation of id argument,,Movie Ticket Booking System,,booking.php
CVE-2022-4251,improper input sanitization,,cross site scripting,,,Movie Ticket Booking System,,editBooking.php
CVE-2022-4252,improper input sanitization,,cross site scripting,,,SourceCodester Canteen Management System,,builtin_echo in categories.php
CVE-2022-4253,improper input sanitization,,cross site scripting,,,SourceCodester Canteen Management System,,builtin_echo in customer.php
CVE-2022-4257,improper input sanitization,,argument injection,manipulation of hostname argument,,C-DATA Web Management System,,cgi-bin/jumpto.php
CVE-2022-42797,improper input validation,,gain root privileges,,,,,
CVE-2022-4347,improper input sanitization,,cross site scripting,manipulation of user argument,,xiandafu beetl-bbs,,WebUtils.java
CVE-2022-4348,improper input sanitization,,cross site scripting,,,y_project RuoYi-Cloud,,JSON Handler
CVE-2022-4350,improper input sanitization,,cross site scripting,manipulation of content_title argument,,Mingsoft MCMS,5.2.8,search.do
CVE-2022-4353,improper input sanitization,,cross site scripting,,,LinZhaoguan pb-cms,2,IpUtil.getIpAddr
CVE-2022-43883,,log injection,make arbitrary requests to internal network or local file system,constructing URLs from user-controlled data,,IBM Cognos Analytics,11.1.7|11.2.0|11.2.1,
CVE-2022-45143,improper output encoding,,invalidate or manipulate JSON output,,,Apache Tomcat,8.5.83|9.0.40 to 9.0.68|10.1.0-M1 to 10.1.1,JsonErrorReportValve
CVE-2022-4522,improper input sanitization,,cross site scripting,,,CalendarXP,up to 10.0.1,
CVE-2022-4523,improper input sanitization,,cross site scripting,,,vexim2,,
CVE-2022-4556,improper input sanitization,,cross site scripting,manipulation of fullName argument,,Alinto SOGo,up to 5.7.1,_migrateMailIdentities in SoObjects/SOGo/SOGoUserDefaults.m
CVE-2022-4558,improper input sanitization,,cross site scripting,,,Alinto SOGo,up to 5.7.1,SoObjects/SOGo/NSString+Utilities.m
CVE-2022-4559,improper input sanitization,,cross site scripting,,,INEX IPX-Manager,up to 6.2.0,resources/views/customer/list.foil.php
CVE-2022-4561,improper input sanitization,,cross site scripting,manipulation of value argument,,SemanticDrilldown Extension,,printFilterLine in includes/specials/SDBrowseDataPage.php
CVE-2022-4581,improper input sanitization,,cross site scripting,manipulation of html argument,,1j01 mind-map,,app.coffee
CVE-2022-4582,improper input sanitization,,cross site scripting,,,starter-public-edition-4,up to 4.6.10,
CVE-2022-4595,improper input sanitization,,cross site scripting,manipulation of description argument,,django-openipam,,openipam/report/templates/report/exposed_hosts.html
CVE-2022-4596,improper input sanitization,,cross site scripting,manipulation of Title argument,,Shoplazza,1.1,/admin/api/admin/articles/
CVE-2022-4597,improper input sanitization,,cross site scripting,,,Shoplazza LifeStyle,1.1,/admin/api/admin/v2_products
CVE-2022-46162,improper input sanitization,,CSS injection,,,discourse-bbcode,prior to commit 91478f5,
CVE-2022-46265,,host header injection,redirect users to malicious websites,,,Polarion ALM,All versions < V2304.0,
CVE-2022-4640,improper input sanitization,,cross site scripting,,,Mingsoft MCMS,5.2.9,save in Article Handler
CVE-2022-4768,improper input sanitization,,injection,manipulation of public_key_str argument,,Dropbox merou,,add_public_key in grouper/public_key.py
CVE-2021-24942,improper input sanitization,,execute arbitrary PHP code,,,Menu Item Visibility Control WordPress plugin,through 0.5,Visibility logic option
CVE-2021-27446,,code injection,execute commands with root privileges,,,Weintek cMT product line,,
CVE-2021-28953,improper input validation,,execute arbitrary binaries,opening a crafted repository,attackers,C/C++ Advanced Lint extension for Visual Studio Code,before 1.9.0,
CVE-2021-36424,improper input validation,,run arbitrary code,DB user field during installation,remote attackers,phpwcms,1.9.25,
CVE-2021-39426,improper input validation,,execute arbitrary php code,notify1 parameter when action parameter equals set,attackers,Seacms,11.4,/Upload/admin/admin_notify.php
CVE-2021-39908,improper input sanitization,,commit malicious code into projects,abusing certain Unicode characters,,GitLab CE/EE,0.8.0 before 14.2.6|14.3 before 14.3.4|14.4 before 14.4.1,
CVE-2022-0282,,cross-site scripting,,,,Packagist microweber/microweber,prior to 1.2.11,
CVE-2022-0578,,code injection,,,,publify/publify,prior to 9.2.8,
CVE-2022-0819,,code injection,,,,dolibarr/dolibarr,prior to 15.0.1,
CVE-2022-0845,,code injection,,,,pytorchlightning/pytorch-lightning,prior to 1.6.0,
CVE-2022-0885,improper authorization,,call arbitrary PHP functions,a request parameter in an AJAX action,unauthenticated users,Member Hero WordPress plugin,through 1.0.9,
CVE-2022-0944,,template injection,remote code execution,,,sqlpad/sqlpad,prior to 6.10.1,connection test endpoint
CVE-2022-1159,,code injection,inject controller code,,,Rockwell Automation Studio 5000 Logix Designer,all versions,
CVE-2022-1517,improper access control,,upload and execute code remotely,,,LRM,,
CVE-2022-20686,missing length validation,,execute arbitrary code|cause LLDP to restart,sending a malicious LLDP packet,unauthenticated|remote attacker,Cisco ATA 190 Series Analog Telephone Adapter,,Link Layer Discovery Protocol (LLDP) functionality
CVE-2022-2073,,code injection,,,,getgrav/grav,prior to 1.7.34,
CVE-2022-21686,lack of validation,injection,execute code,twig code,attacker,PrestaShop,1.7.0.0 to 1.7.8.3,back office legacy layout
CVE-2022-21831,lack of validation,code injection,execute code,image_processing arguments,attacker,Active Storage,>= v5.2.0,
CVE-2022-22285,improper use of PendingIntent,,execute privileged action,hijacking and modifying the intent,attackers,Reminder,prior to 12.2.05.0 in Android R(11.0) and 12.3.02.1000 in Android S(12.0),
CVE-2022-22286,improper use of PendingIntent,,execute privileged action,hijacking and modifying the intent,attackers,Bixby Routines,prior to 3.1.21.8 in Android R(11.0) and 2.6.30.5 in Android Q(10.0),
CVE-2022-22909,,,remote code execution,crafted payload,attacker,HotelDruid,3.0.3,Create New Room module
CVE-2022-22985,absence of filters,injection,execute code,malicious code,attackers,vulnerable device,,web application
CVE-2022-23008,improper access control,injection,execute JavaScript code,undisclosed API endpoints,authenticated attacker,NGINX Controller API Management,3.18.0-3.19.0,
CVE-2022-23120,improper configuration,code injection,escalate privileges|run arbitrary code,,,Trend Micro Deep Security and Cloud One - Workload Security Agent for Linux,20 and below,
CVE-2022-23221,improper input validation,,execute arbitrary code,JDBC URL with specific substring,remote attackers,H2 Console,before 2.1.210,
CVE-2022-23389,lack of input validation,,remote code execution,cmdarray parameter,,,PublicCMS,4
CVE-2022-23503,lack of separation between user-submitted data and internal configuration,code injection,execute PHP code,TypoScript instructions,,TYPO3,prior to 8.7.49 | 9.5.38 | 10.4.33 | 11.5.20 | and 12.1.1,Form Designer backend module
CVE-2022-2354,,improper access control,run arbitrary commands,,,WP-DBManager WordPress plugin,before 2.80.8,
CVE-2022-23642,improper restriction,,remote code execution | execute arbitrary code,HTTP requests to internal services,attacker,Sourcegraph,prior to 3.37,gitserver service
CVE-2022-24441,improper input validation,code injection,execute commands,malicious project,attacker,snyk,before 1.1064.0,
CVE-2022-24663,improper access control,,execute PHP Code Snippets,WordPress shortcodes,any authenticated user,PHP Everywhere WordPress plugin,<= 2.0.3,
CVE-2022-24664,improper access control,,execute PHP Code Snippets,WordPress metaboxes,any user able to edit posts,PHP Everywhere WordPress plugin,<= 2.0.3,
CVE-2022-24665,improper access control,,execute PHP Code Snippets,WordPress gutenberg block,any user able to edit posts,PHP Everywhere WordPress plugin,<= 2.0.3,
CVE-2022-24734,improper validation of setting types,,execute code,PHP code in settings,Admin CP user with Can manage settings? permission,MyBB,5.3-milestone-2 to 13.10.6 and 14.4,Settings management module
CVE-2022-24735,weaknesses in Lua script execution environment,code injection,execute Lua code with higher privileges,,,Redis,prior to 7.0.0 or 6.2.7,
CVE-2022-24780,improper input validation,,remote code execution | execute arbitrary code,forging specific http queries,users of the iTop user portal,Combodo iTop,prior to 2.7.6 and 3.0.0,
CVE-2022-24816,improper input validation,,remote code execution | execute Java code,Jiffle script via network request,,JAI-EXT,prior to 1.2.22,
CVE-2022-24817,improper input validation,code injection|privilege escalation,execute arbitrary code,malicious Kubeconfig,,Flux2|helm-controller|kustomize-controller,Flux2: 0.1.0 to 0.29.0; helm-controller: 0.1.0 to 0.19.0; kustomize-controller: 0.1.0 to 0.23.0,
