"cve_id","Container","adp_providerMetadata_orgId","adp_providerMetadata_shortName","adp_providerMetadata_dateUpdated","CVE_Description","cna_providerMetadata_orgId","cna_providerMetadata_shortName","cna_providerMetadata_dateUpdated","CWE_ID","CWE_Description"
"CVE-2024-38612","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-25T14:14:27.847Z","In the Linux kernel, the following vulnerability has been resolved:  ipv6: sr: fix invalid unregister error path  The error path of seg6_init() is wrong in case CONFIG_IPV6_SEG6_LWTUNNEL is not defined. In that case if seg6_hmac_init() fails, the genl_unregister_family() isn't called.  This issue exist since commit 46738b1317e1 (""ipv6: sr: add option to control lwtunnel support""), and commit 5559cea2d5aa (""ipv6: sr: fix possible use-after-free and null-ptr-deref"") replaced unregister_pernet_subsys() with genl_unregister_family() in this error path.","","","","CWE-416","CWE-416 Use After Free"
"CVE-2024-38959","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-10T15:59:46.405Z","Cross Site Scripting vulnerability in Creativeitem Academy LMS Learning Management System v.6.8.1 allows a remote attacker to execute arbitrary code and obtain sensitive information via the string parameter.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-38459","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T14:08:14.375Z","langchain_experimental (aka LangChain Experimental) before 0.0.61 for LangChain provides Python REPL access without an opt-in step. NOTE; this issue exists because of an incomplete fix for CVE-2024-27444.","","","","CWE-276","CWE-276 Incorrect Default Permissions"
"CVE-2024-38395","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-18T14:16:45.519Z","In iTerm2 before 3.5.2, the ""Terminal may report window title"" setting is not honored, and thus remote code execution might occur but ""is not trivially exploitable.""","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-38293","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-13T18:12:05.927Z","ALCASAR before 3.6.1 allows CSRF and remote code execution in activity.php.","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)"
"CVE-2024-38384","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-25T13:29:06.201Z","In the Linux kernel, the following vulnerability has been resolved:  blk-cgroup: fix list corruption from reorder of WRITE ->lqueued  __blkcg_rstat_flush() can be run anytime, especially when blk_cgroup_bio_start is being executed.  If WRITE of `->lqueued` is re-ordered with READ of 'bisc->lnode.next' in the loop of __blkcg_rstat_flush(), `next_bisc` can be assigned with one stat instance being added in blk_cgroup_bio_start(), then the local list in __blkcg_rstat_flush() could be corrupted.  Fix the issue by adding one barrier.","","","","CWE-400","CWE-400 Uncontrolled Resource Consumption"
"CVE-2024-38895","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-26T23:53:24.386Z","WAVLINK WN551K1'live_mfg.shtml enables attackers to obtain sensitive router information.","","","","CWE-202","CWE-202 Exposure of Sensitive Information Through Data Queries"
"CVE-2024-38997","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T19:38:52.336Z","adolph_dudu ratio-swiper v0.0.2 was discovered to contain a prototype pollution via the function extendDefaults. This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via injecting arbitrary properties.","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')"
"CVE-2024-38987","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-10T16:44:35.529Z","aofl cli-lib v3.14.0 was discovered to contain a prototype pollution via the component defaultsDeep. This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via injecting arbitrary properties.","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')"
"CVE-2024-38453","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-09T15:31:58.636Z","The Avalara for Salesforce CPQ app before 7.0 for Salesforce allows attackers to read an API key. NOTE: the current version is 11 as of mid-2024.","","","","CWE-922","CWE-922 Insecure Storage of Sensitive Information"
"CVE-2024-38453","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-09T15:31:58.636Z","The Avalara for Salesforce CPQ app before 7.0 for Salesforce allows attackers to read an API key. NOTE: the current version is 11 as of mid-2024.","","","","CWE-522","CWE-522 Insufficiently Protected Credentials"
"CVE-2024-38441","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T14:44:39.846Z","Netatalk before 3.2.1 has an off-by-one error and resultant heap-based buffer overflow because of setting ibuf[len] to '\\0' in FPMapName in afp_mapname in etc/afpd/directory.c. 2.4.1 and 3.1.19 are also fixed versions.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-38972","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-09T18:29:34.053Z","A cross-site scripting (XSS) vulnerability in netbox v4.0.3 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Name parameter at /dcim/power-ports/add/.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-38492","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-15T15:14:12.606Z","This vulnerability allows an unauthenticated attacker to achieve remote command execution on the affected PAM system by uploading a specially crafted PAM upgrade file.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-38903","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-25T15:41:35.739Z","H3C Magic R230 V100R002's udpserver opens port 9034, allowing attackers to execute arbitrary commands.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-38469","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T15:04:05.020Z","zhimengzhe iBarn v1.5 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the $search parameter at /pay.php.","","","","CWE-80","CWE-80 Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS)"
"CVE-2024-38470","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T14:57:18.677Z","zhimengzhe iBarn v1.5 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the $search parameter at /own.php.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-38894","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-26T23:50:05.849Z","WAVLINK WN551K1 found a command injection vulnerability through the IP parameter of /cgi-bin/touchlist_sync.cgi.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-38902","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-25T14:18:18.890Z","H3C Magic R230 V100R002 was discovered to contain a hardcoded password vulnerability in /etc/shadow, which allows attackers to log in as root.","","","","CWE-259","CWE-259 Use of Hard-coded Password"
"CVE-2024-38896","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-26T23:52:22.298Z","WAVLINK WN551K1 found a command injection vulnerability through the start_hour parameter of /cgi-bin/nightled.cgi.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-38892","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-25T14:15:19.438Z","An issue in Wavlink WN551K1 allows a remote attacker to obtain sensitive information via the ExportAllSettings.sh component.","","","","CWE-202","CWE-202 Exposure of Sensitive Information Through Data Queries"
"CVE-2024-38396","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T13:41:35.472Z","An issue was discovered in iTerm2 3.5.x before 3.5.2. Unfiltered use of an escape sequence to report a window title, in combination with the built-in tmux integration feature (enabled by default), allows an attacker to inject arbitrary code into the terminal, a different vulnerability than CVE-2024-38395.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-38494","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-15T20:23:23.687Z","This vulnerability allows a high-privileged authenticated PAM user to achieve remote command execution on the affected PAM system by sending a specially crafted HTTP request.","","","","CWE-444","CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling')"
"CVE-2024-38994","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T19:30:58.560Z","amoyjs amoy common v1.0.10 was discovered to contain a prototype pollution via the function extend. This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via injecting arbitrary properties.","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')"
"CVE-2024-38427","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T14:48:17.259Z","In International Color Consortium DemoIccMAX before 85ce74e, a logic flaw in CIccTagXmlProfileSequenceId::ParseXml in IccXML/IccLibXML/IccTagXml.cpp results in unconditionally returning false.","","","","CWE-252","CWE-252 Unchecked Return Value"
"CVE-2024-28397","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-26T15:52:16.798Z","An issue in the component js2py.disable_pyimport() of js2py up to v0.74 allows attackers to execute arbitrary code via a crafted API call.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-28039","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-17T18:15:39.155Z","Improper restriction of XML external entity references vulnerability exists in FitNesse all releases, which allows a remote unauthenticated attacker to obtain sensitive information, alter data, or cause a denial-of-service (DoS) condition.","","","","CWE-611","CWE-611 Improper Restriction of XML External Entity Reference"
"CVE-2024-28320","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T13:52:51.404Z","Insecure Direct Object References (IDOR) vulnerability in Hospital Management System 1.0 allows attackers to manipulate user parameters for unauthorized access and modifications via crafted POST request to /patient/edit-user.php.","","","","CWE-639","CWE-639 Authorization Bypass Through User-Controlled Key"
"CVE-2024-28395","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-17T17:41:25.558Z","SQL injection vulnerability in Best-Kit bestkit_popup v.1.7.2 and before allows a remote attacker to escalate privileges via the bestkit_popup.php component.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-28386","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T17:56:17.750Z","An issue in Home-Made.io fastmagsync v.1.7.51 and before allows a remote attacker to execute arbitrary code via the getPhpBin() component.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-28627","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T14:58:18.712Z","An issue in Flipsnack v.18/03/2024 allows a local attacker to obtain sensitive information via the reader.gz.js file.","","","","CWE-863","CWE-863 Incorrect Authorization"
"CVE-2024-28627","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T14:58:18.712Z","An issue in Flipsnack v.18/03/2024 allows a local attacker to obtain sensitive information via the reader.gz.js file.","","","","CWE-603","CWE-603 Use of Client-Side Authentication"
"CVE-2024-28880","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-05T20:52:36.637Z","Path traversal vulnerability in MosP kintai kanri V4.6.6 and earlier allows a remote attacker who can log in to the product to obtain sensitive information of the product.","","","","CWE-22","CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"
"CVE-2024-28716","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T19:43:05.335Z","An issue in OpenStack Storlets yoga-eom allows a remote attacker to execute arbitrary code via the gateway.py component.","","","","CWE-1333","CWE-1333 Inefficient Regular Expression Complexity"
"CVE-2024-28269","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-01T15:00:02.866Z","ReCrystallize Server 5.10.0.0 allows administrators to upload files to the server. The file upload is not restricted, leading to the ability to upload of malicious files. This could result in a Remote Code Execution.","","","","CWE-434","CWE-434 Unrestricted Upload of File with Dangerous Type"
"CVE-2024-28714","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T20:55:40.808Z","SQL Injection vulnerability in CRMEB_Java e-commerce system v.1.3.4 allows an attacker to execute arbitrary code via the groupid parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-28558","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-15T16:23:09.161Z","SQL Injection vulnerability in sourcecodester Petrol pump management software v1.0, allows remote attackers to execute arbitrary code, escalate privileges, and obtain sensitive information via crafted payload to admin/app/web_crud.php.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-28556","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T17:49:11.778Z","SQL Injection vulnerability in Sourcecodester php task management system v1.0, allows remote attackers to execute arbitrary code, escalate privileges, and obtain sensitive information via crafted payload to admin-manage-user.php.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-28041","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-23T19:01:19.416Z","HGW BL1500HM Ver 002.001.013 and earlier allows a network-adjacent unauthenticated attacker to execute an arbitrary command.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-28063","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-21T17:12:12.852Z","Kiteworks Totemomail through 7.0.0 allows /responsiveUI/EnvelopeOpenServlet envelopeRecipient reflected XSS.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
